0 494,65 -5
5461 795,74 7,08333333333333
5462 795,57 17,8833333333333
5463 795,4 7,78333333333333
5464 795,23 14,6
5465 795,06 6,59999999999999
5466 794,9 15,7
5467 794,73 1,75
5468 794,56 5,55
5469 794,39 9,59999999999999
5470 794,23 8,59999999999999
5471 794,06 1,51666666666665
5472 793,89 7,28333333333333
5473 793,72 6,81666666666666
5474 793,56 7,06666666666666
5475 793,39 4,83333333333334
5476 793,22 8,63333333333335
5477 793,05 6,63333333333334
5478 792,88 6
5479 792,72 1,03333333333333
5480 792,55 9,5
5481 792,38 4,56666666666668
5482 792,21 7,41666666666667
5483 792,05 6,16666666666667
5484 791,88 4,98333333333333
5485 791,71 5,96666666666667
5486 791,54 9,68333333333332
5487 791,38 3,21666666666667
5488 791,21 5,09999999999999
5489 791,04 6,25
5490 790,87 6,66666666666667
5491 790,7 1,51666666666667
5492 790,54 3,08333333333333
5493 790,37 7,36666666666667
5494 790,2 12,2333333333333
5495 790,03 9,34999999999999
5496 789,87 11,7166666666667
5497 789,7 7,08333333333333
5498 789,53 7,03333333333333
5499 789,36 7,83333333333333
5500 789,2 19,65
5501 789,03 20,5
5502 788,86 34,9333333333333
5503 788,69 26,8666666666667
5504 788,52 28,7833333333333
5505 788,36 16,9
5506 788,19 17,6333333333334
5507 788,02 15,95
5508 787,85 15,6333333333333
5509 787,69 12,3166666666667
5510 787,52 21,2666666666667
5511 787,35 16,9833333333333
5512 787,18 15,0166666666667
5513 787,02 15,0666666666667
5514 786,85 22,0833333333333
5515 786,68 11,55
5516 786,51 18,2333333333333
5517 786,34 10,6166666666667
5518 786,18 12,5833333333333
5519 786,01 13,5
5520 785,84 14,0166666666667
5521 785,67 9,16666666666667
5522 785,51 12,8833333333333
5523 785,34 7,88333333333333
5524 785,17 15,5333333333333
5525 785 12
5526 784,84 7,11666666666667
5527 784,67 7,96666666666667
5528 784,5 11,8333333333333
5529 784,33 9,90000000000001
5530 784,16 10,1333333333333
5531 784 9,08333333333333
5532 783,83 10,5
5533 783,66 18,5333333333333
5534 783,49 32,0666666666667
5535 783,33 48,5166666666667
5536 783,16 46,4666666666667
5537 782,99 27,1
5538 782,82 23,6333333333333
5539 782,66 13,2166666666667
5540 782,49 12,8
5541 782,32 10,6666666666667
5542 782,15 12,6333333333333
5543 781,98 11,5333333333333
5544 781,82 13,2833333333333
5545 781,65 11,4666666666667
5546 781,48 14,95
5547 781,31 10,3
5548 781,15 8,75
5549 780,98 11,95
5550 780,81 14,0333333333333
5551 780,64 5,59999999999999
5552 780,48 10,1333333333333
5553 780,31 6,98333333333335
5554 780,14 5,96666666666667
5555 779,97 11,0333333333333
5556 779,8 11,9333333333333
5557 779,64 11,4166666666667
5558 779,47 20,05
5559 779,3 16,55
5560 779,13 26,4333333333333
5561 778,97 11,3833333333333
5562 778,8 15,4166666666667
5563 778,63 20,8166666666667
5564 778,46 30,8
5565 778,3 72,7833333333333
5566 778,13 238,166666666667
5567 777,96 390,166666666667
5568 777,79 490,816666666667
5569 777,62 373,35
5570 777,46 224,516666666667
5571 777,29 77,3833333333333
5572 777,12 48,2333333333333
5573 776,95 36,8333333333333
5574 776,79 32,4666666666667
5575 776,62 21,9166666666667
5576 776,45 18,3
5577 776,28 17,3
5578 776,12 33,0833333333333
5579 775,95 30,1833333333333
5580 775,78 43,4666666666667
5581 775,61 55,4333333333333
5582 775,44 55,6
5583 775,28 37,0666666666667
5584 775,11 39,3166666666667
5585 774,94 28,4666666666667
5586 774,77 40,45
5587 774,61 34,2333333333333
5588 774,44 64,45
5589 774,27 66,4833333333333
5590 774,1 72,0333333333333
5591 773,94 48,3833333333333
5592 773,77 52,2833333333333
5593 773,6 51,2833333333333
5594 773,43 63,15
5595 773,26 65,5
5596 773,1 62,7166666666667
5597 772,93 49,1333333333333
5598 772,76 65,65
5599 772,59 51,5333333333333
5600 772,43 51,75
5601 772,26 48,65
5602 772,09 58,05
5603 771,92 58,2166666666667
5604 771,76 80,6
5605 771,59 76,15
5606 771,42 68,6833333333333
5607 771,25 60,7333333333333
5608 771,08 73,9333333333333
5609 770,92 65,25
5610 770,75 73,5333333333333
5611 770,58 67,15
5612 770,41 53,5833333333333
5613 770,25 60,1166666666667
5614 770,08 75,8
5615 769,91 50,7333333333333
5616 769,74 53,2
5617 769,58 47,4
5618 769,41 51,0166666666667
5619 769,24 42,9333333333333
5620 769,07 46,5333333333333
5621 768,9 37,8166666666667
5622 768,74 37,9833333333333
5623 768,57 33,3166666666667
5624 768,4 34,3166666666667
5625 768,23 34,8666666666667
5626 768,07 27,8166666666667
5627 767,9 22,7666666666667
5628 767,73 31,8333333333333
5629 767,56 29,2833333333333
5630 767,4 29,5333333333333
5631 767,23 18,7666666666667
5632 767,06 27,0333333333333
5633 766,89 16,4666666666667
5634 766,72 20,8333333333333
5635 766,56 21,9333333333333
5636 766,39 21,9833333333333
5637 766,22 17,2666666666667
5638 766,05 22,0833333333333
5639 765,89 18,55
5640 765,72 16,7666666666667
5641 765,55 15,3833333333333
5642 765,38 22,6666666666667
5643 765,22 22,7833333333333
5644 765,05 27,6
5645 764,88 31,05
5646 764,71 30,7666666666667
5647 764,54 21,8
5648 764,38 38,75
5649 764,21 33,35
5650 764,04 45,95
5651 763,87 35,65
5652 763,71 33,9833333333333
5653 763,54 28,8
5654 763,37 31,6
5655 763,2 51,2166666666667
5656 763,04 69,8
5657 762,87 77,4833333333333
5658 762,7 73,7
5659 762,53 59,4833333333333
5660 762,36 72,8
5661 762,2 39,7
5662 762,03 50,4
5663 761,86 92,1
5664 761,69 121,233333333333
5665 761,53 163,95
5666 761,36 195,366666666667
5667 761,19 172,633333333333
5668 761,02 161,9
5669 760,86 138,083333333333
5670 760,69 142,333333333333
5671 760,52 133,65
5672 760,35 127,183333333333
5673 760,18 114,4
5674 760,02 118,683333333333
5675 759,85 102,966666666667
5676 759,68 105,483333333333
5677 759,51 104,2
5678 759,35 126,3
5679 759,18 130,533333333333
5680 759,01 145,65
5681 758,84 128,283333333333
5682 758,68 124,716666666667
5683 758,51 126,383333333333
5684 758,34 132,716666666667
5685 758,17 132,033333333333
5686 758 127,783333333333
5687 757,84 107,533333333333
5688 757,67 109,566666666667
5689 757,5 98,3666666666667
5690 757,33 107,6
5691 757,17 77,9833333333333
5692 757 94,95
5693 756,83 79,6833333333333
5694 756,66 75,3166666666667
5695 756,5 68,4166666666667
5696 756,33 76,9166666666667
5697 756,16 69,5166666666667
5698 755,99 63
5699 755,82 62,3166666666667
5700 755,66 60,35
5701 755,49 43,3833333333333
5702 755,32 54,55
5703 755,15 49,3666666666666
5704 754,99 47,6833333333333
5705 754,82 45,6
5706 754,65 41,6166666666667
5707 754,48 37,9
5708 754,32 39,1833333333333
5709 754,15 35,15
5710 753,98 35,1666666666667
5711 753,81 29,1833333333333
5712 753,64 36,6166666666667
5713 753,48 34,05
5714 753,31 40,25
5715 753,14 29,4666666666667
5716 752,97 43,45
5717 752,81 36,0166666666667
5718 752,64 42,5166666666667
5719 752,47 43,2
5720 752,3 49,2
5721 752,14 53,6333333333333
5722 751,97 64,1666666666667
5723 751,8 71,4
5724 751,63 88,1333333333333
5725 751,46 118,05
5726 751,3 125,316666666667
5727 751,13 130,45
5728 750,96 164,283333333333
5729 750,79 164,233333333333
5730 750,63 178,616666666667
5731 750,46 130,733333333333
5732 750,29 116,4
5733 750,12 97,9
5734 749,96 98,2166666666667
5735 749,79 108,75
5736 749,62 132,4
5737 749,45 136,966666666667
5738 749,28 145,9
5739 749,12 129,716666666667
5740 748,95 120,866666666667
5741 748,78 128,933333333333
5742 748,61 149,7
5743 748,45 141,55
5744 748,28 138,45
5745 748,11 104,816666666667
5746 747,94 117,016666666667
5747 747,78 104,683333333333
5748 747,61 127,733333333333
5749 747,44 119,183333333333
5750 747,27 156,416666666667
5751 747,1 156,1
5752 746,94 152,633333333333
5753 746,77 121,566666666667
5754 746,6 116,55
5755 746,43 120,8
5756 746,27 135,983333333333
5757 746,1 108,783333333333
5758 745,93 128,333333333333
5759 745,76 105,816666666667
5760 745,6 115,716666666667
5761 745,43 86,5833333333333
5762 745,26 89,4333333333333
5763 745,09 81,4666666666667
5764 744,92 92,5166666666667
5765 744,76 87,0666666666667
5766 744,59 87,0166666666667
5767 744,42 64
5768 744,25 79,85
5769 744,09 65,75
5770 743,92 60,75
5771 743,75 59,0333333333333
5772 743,58 59,3666666666666
5773 743,42 48,7166666666667
5774 743,25 59,1333333333334
5775 743,08 51,4333333333333
5776 742,91 50,6166666666667
5777 742,74 52,15
5778 742,58 59,0833333333333
5779 742,41 64,3833333333333
5780 742,24 58,3333333333333
5781 742,07 43,3666666666667
5782 741,91 48,8
5783 741,74 31,8166666666667
5784 741,57 42,1166666666667
5785 741,4 29,9833333333333
5786 741,24 36,3333333333333
5787 741,07 32,4
5788 740,9 40,1166666666667
5789 740,73 33,4
5790 740,56 36,7833333333333
5791 740,4 32,9833333333333
5792 740,23 39,1166666666667
5793 740,06 26,5
5794 739,89 25,1333333333333
5795 739,73 22,2666666666667
5796 739,56 33,9
5797 739,39 27,6
5798 739,22 35,6666666666667
5799 739,06 56,5833333333333
5800 738,89 56,4166666666667
5801 738,72 51,7833333333333
5802 738,55 40,2833333333333
5803 738,38 36,85
5804 738,22 41,0666666666667
5805 738,05 37,4833333333333
5806 737,88 63,1333333333333
5807 737,71 63,3
5808 737,55 71,5666666666667
5809 737,38 49,9333333333333
5810 737,21 61,2333333333333
5811 737,04 54,8
5812 736,88 75,6
5813 736,71 60,9666666666667
5814 736,54 67,3333333333333
5815 736,37 53,5666666666667
5816 736,2 57,7
5817 736,04 41,5833333333333
5818 735,87 62,5833333333333
5819 735,7 55,65
5820 735,53 76,7666666666667
5821 735,37 67,8833333333333
5822 735,2 71,6
5823 735,03 58,85
5824 734,86 80,85
5825 734,7 70,6166666666667
5826 734,53 80,25
5827 734,36 63,5833333333333
5828 734,19 69,7833333333333
5829 734,02 54,9
5830 733,86 59,5833333333333
5831 733,69 47,65
5832 733,52 53,6333333333333
5833 733,35 40,6833333333333
5834 733,19 47,5666666666667
5835 733,02 39,5666666666667
5836 732,85 44,1
5837 732,68 40,1166666666667
5838 732,52 36,4666666666667
5839 732,35 38,1
5840 732,18 35,0166666666667
5841 732,01 26,5666666666667
5842 731,84 34,3166666666667
5843 731,68 32,6666666666667
5844 731,51 23,9666666666667
5845 731,34 30,3833333333333
5846 731,17 22,8833333333334
5847 731,01 26,5166666666667
5848 730,84 22,1
5849 730,67 22
5850 730,5 17,8
5851 730,34 14,5333333333333
5852 730,17 17,3666666666667
5853 730 18,55
5854 729,83 14,6166666666667
5855 729,66 13,6333333333333
5856 729,5 19,3166666666667
5857 729,33 21,0833333333333
5858 729,16 16,9833333333333
5859 728,99 12,8333333333333
5860 728,82 22,6
5861 728,65 19,6
5862 728,49 17,7166666666667
5863 728,32 15,7333333333333
5864 728,15 19,9
5865 727,98 22,8666666666667
5866 727,81 22,4
5867 727,65 28,9666666666667
5868 727,48 29,05
5869 727,31 27,4666666666667
5870 727,14 23,9833333333333
5871 726,97 18,4666666666667
5872 726,8 25,4333333333333
5873 726,64 31,2
5874 726,47 32,1833333333333
5875 726,3 29,65
5876 726,13 28,05
5877 725,96 25,25
5878 725,8 34,6333333333334
5879 725,63 22,6166666666667
5880 725,46 31,5166666666667
5881 725,29 21,4666666666667
5882 725,12 23,3
5883 724,95 19,7166666666667
5884 724,79 28,15
5885 724,62 25,4
5886 724,45 30,6666666666667
5887 724,28 25,5166666666667
5888 724,11 30,2333333333333
5889 723,95 24,5833333333333
5890 723,78 27,8833333333333
5891 723,61 22,6666666666667
5892 723,44 27,8333333333333
5893 723,27 21,45
5894 723,1 27,7
5895 722,94 20,4
5896 722,77 26,7166666666667
5897 722,6 17,8666666666667
5898 722,43 22,95
5899 722,26 17,4666666666667
5900 722,1 19,6
5901 721,93 11,7166666666667
5902 721,76 13,2
5903 721,59 14,1166666666666
5904 721,42 11,9166666666667
5905 721,25 13,3
5906 721,09 16,6333333333333
5907 720,92 10,7
5908 720,75 15,4833333333333
5909 720,58 11,7833333333333
5910 720,41 14,05
5911 720,25 10,2833333333333
5912 720,08 9,84999999999999
5913 719,91 10,8666666666667
5914 719,74 8,71666666666665
5915 719,57 4,73333333333333
5916 719,4 8,8
5917 719,24 6,43333333333332
5918 719,07 8,91666666666667
5919 718,9 8,31666666666666
5920 718,73 6,18333333333332
5921 718,56 9,93333333333332
5922 718,4 13,0666666666667
5923 718,23 8,66666666666666
5924 718,06 9,84999999999999
5925 717,89 12,75
5926 717,72 14,9166666666667
5927 717,55 11,3
5928 717,39 11,6
5929 717,22 11,0166666666667
5930 717,05 21,0333333333333
5931 716,88 17,9833333333333
5932 716,71 27,4333333333333
5933 716,55 20,4333333333333
5934 716,38 20,8333333333333
5935 716,21 30,0166666666667
5936 716,04 78,9833333333333
5937 715,87 165,466666666667
5938 715,71 222,1
5939 715,54 202,116666666667
5940 715,37 146,45
5941 715,2 96,8333333333333
5942 715,03 98,2
5943 714,86 85,1333333333334
5944 714,7 105,266666666667
5945 714,53 75,3666666666667
5946 714,36 77,1166666666666
5947 714,19 72,0833333333333
5948 714,02 65,8333333333333
5949 713,86 53,5666666666667
5950 713,69 62,9166666666667
5951 713,52 52,1666666666667
5952 713,35 66,3666666666667
5953 713,18 55,8
5954 713,01 51,0333333333333
5955 712,85 42,1833333333333
5956 712,68 44,7166666666667
5957 712,51 33,25
5958 712,34 42,5166666666667
5959 712,17 33,15
5960 712,01 37,7
5961 711,84 22,05
5962 711,67 29,4333333333333
5963 711,5 21,0333333333333
5964 711,33 23,8
5965 711,16 20,7
5966 711 23,8333333333333
5967 710,83 12,3166666666667
5968 710,66 18,4
5969 710,49 14,0666666666667
5970 710,32 22,05
5971 710,16 14,2
5972 709,99 14,15
5973 709,82 14,3333333333333
5974 709,65 19,7666666666667
5975 709,48 9,69999999999999
5976 709,31 15,9
5977 709,15 11,8833333333333
5978 708,98 10,85
5979 708,81 13,1833333333333
5980 708,64 14,9833333333333
5981 708,47 9,46666666666667
5982 708,31 13,0833333333333
5983 708,14 12,2333333333333
5984 707,97 32,6666666666667
5985 707,8 33,5166666666667
5986 707,63 58,95
5987 707,46 47,15
5988 707,3 37,3666666666667
5989 707,13 33,7333333333333
5990 706,96 36,05
5991 706,79 26,1333333333334
5992 706,62 27,0666666666667
5993 706,46 25,6666666666667
5994 706,29 26,2166666666667
5995 706,12 16,3666666666666
5996 705,95 19,5333333333333
5997 705,78 14,7833333333333
5998 705,61 22,7666666666667
5999 705,45 16,4166666666667
6000 705,28 20,1333333333333
6001 705,11 18,35
6002 704,94 21,3666666666666
6003 704,77 9,33333333333334
6004 704,61 14,5833333333333
6005 704,44 12,8333333333333
6006 704,27 15,4833333333333
6007 704,1 10,6666666666667
6008 703,93 13,3333333333333
6009 703,76 9,11666666666667
6010 703,6 10,5
6011 703,43 13,8333333333333
6012 703,26 10,2
6013 703,09 8,58333333333333
6014 702,92 9,53333333333333
6015 702,76 7,18333333333334
6016 702,59 7,78333333333333
6017 702,42 8,71666666666665
6018 702,25 8,55000000000001
6019 702,08 4,16666666666666
6020 701,91 9,76666666666667
6021 701,75 5,33333333333333
6022 701,58 8,43333333333334
6023 701,41 7,44999999999999
6024 701,24 9,15000000000001
6025 701,07 5,08333333333333
6026 700,91 8,86666666666666
6027 700,74 13,95
6028 700,57 15,8833333333333
6029 700,4 13,2666666666667
6030 700,23 10,4166666666667
6031 700,06 9,26666666666665
6032 699,9 7,46666666666667
6033 699,73 3,31666666666668
6034 699,56 9,43333333333332
6035 699,39 8,65000000000001
6036 699,22 5,3
6037 699,06 4,98333333333333
6038 698,89 6,68333333333334
6039 698,72 4,69999999999999
6040 698,55 3,7
6041 698,38 4,7
6042 698,21 6,09999999999999
6043 698,05 2,41666666666666
6044 697,88 6,15000000000001
6045 697,71 1,81666666666668
6046 697,54 3,76666666666665
6047 697,37 4,53333333333333
6048 697,21 5,8
6049 697,04 7,25
6050 696,87 7,15000000000001
6051 696,7 2,86666666666665
6052 696,53 3,86666666666667
6053 696,36 4,45
6054 696,2 4,30000000000001
6055 696,03 1,53333333333335
6056 695,86 3,01666666666667
6057 695,69 -1,08333333333333
6058 695,52 0,933333333333337
6059 695,36 3,33333333333334
6060 695,19 3,09999999999999
6061 695,02 3,06666666666668
6062 694,85 5,09999999999999
6063 694,68 0,849999999999994
6064 694,51 2,45
6065 694,35 4,66666666666666
6066 694,18 0,75
6067 694,01 3,93333333333334
6068 693,84 2,26666666666667
6069 693,67 0,0166666666666657
6070 693,51 -0,366666666666674
6071 693,34 4,41666666666666
6072 693,17 0,766666666666666
6073 693 1,09999999999999
6074 692,83 2,61666666666665
6075 692,66 0,533333333333331
6076 692,5 1,09999999999999
6077 692,33 -0,549999999999997
6078 692,16 0,650000000000006
6079 691,99 -0,599999999999994
6080 691,82 4,3
6081 691,66 2
6082 691,49 1,56666666666668
6083 691,32 0,75
6084 691,15 0,900000000000006
6085 690,98 0,316666666666677
6086 690,82 2,58333333333334
6087 690,65 -1,08333333333334
6088 690,48 2,40000000000001
6089 690,31 4,31666666666668
6090 690,14 4,03333333333333
6091 689,97 3,94999999999999
6092 689,81 1,98333333333333
6093 689,64 3,11666666666667
6094 689,47 5,30000000000001
6095 689,3 5,03333333333333
6096 689,13 7,41666666666667
6097 688,97 0,916666666666671
6098 688,8 2,11666666666665
6099 688,63 0,650000000000006
6100 688,46 1,81666666666668
6101 688,29 3,18333333333332
6102 688,12 6,18333333333334
6103 687,96 7,09999999999999
6104 687,79 17,9833333333333
6105 687,62 13,45
6106 687,45 13,2
6107 687,28 8,96666666666667
6108 687,12 13,4166666666667
6109 686,95 11,9166666666667
6110 686,78 17,4166666666667
6111 686,61 20,7666666666667
6112 686,44 18,6666666666667
6113 686,27 15,6
6114 686,11 18,6166666666666
6115 685,94 14,0333333333333
6116 685,77 17,4333333333333
6117 685,6 10,0166666666667
6118 685,43 20,2
6119 685,27 12,3
6120 685,1 14,0666666666667
6121 684,93 17,0666666666667
6122 684,76 21,2
6123 684,59 15,3166666666667
6124 684,42 16,8166666666667
6125 684,26 16,7666666666667
6126 684,09 20,1333333333334
6127 683,92 17,4833333333333
6128 683,75 19,8666666666667
6129 683,58 14,4166666666667
6130 683,42 24,2333333333333
6131 683,25 15,6833333333333
6132 683,08 17,7333333333333
6133 682,91 10,9333333333333
6134 682,74 11,6166666666666
6135 682,57 10,5833333333333
6136 682,41 9,41666666666667
6137 682,24 7,09999999999999
6138 682,07 8,91666666666666
6139 681,9 9,69999999999999
6140 681,73 9,86666666666667
6141 681,57 8,46666666666667
6142 681,4 13,5166666666667
6143 681,23 11,7166666666667
6144 681,06 17,2333333333333
6145 680,89 10,9333333333333
6146 680,72 13,2833333333333
6147 680,56 10,3666666666666
6148 680,39 12,2
6149 680,22 13,3666666666667
6150 680,05 11,2666666666667
6151 679,88 8,80000000000001
6152 679,72 16,2833333333333
6153 679,55 18,0166666666667
6154 679,38 25,2333333333333
6155 679,21 31,2833333333333
6156 679,04 44,55
6157 678,87 32,7666666666667
6158 678,71 24,3833333333333
6159 678,54 23,6833333333333
6160 678,37 35,4166666666667
6161 678,2 32,7833333333333
6162 678,03 47,7333333333333
6163 677,87 39,9166666666667
6164 677,7 44,5666666666667
6165 677,53 43,7833333333333
6166 677,36 46,4666666666667
6167 677,19 34,35
6168 677,02 40,4666666666667
6169 676,86 39,0333333333333
6170 676,69 43,5833333333333
6171 676,52 30,3
6172 676,35 50,2833333333333
6173 676,18 50,9166666666667
6174 676,02 71,3
6175 675,85 53,7666666666667
6176 675,68 57,5833333333333
6177 675,51 54,8833333333333
6178 675,34 66,9833333333333
6179 675,17 61,3833333333334
6180 675,01 98,2666666666667
6181 674,84 167,95
6182 674,67 281,816666666667
6183 674,5 271,983333333333
6184 674,33 228,833333333333
6185 674,17 160,85
6186 674 127,85
6187 673,83 115,25
6188 673,66 116,3
6189 673,49 101,483333333333
6190 673,32 107,116666666667
6191 673,16 90,5333333333333
6192 672,99 90,4
6193 672,82 77,8
6194 672,65 101,416666666667
6195 672,48 92,9333333333333
6196 672,32 86,1333333333333
6197 672,15 69,0333333333333
6198 671,98 80,8833333333333
6199 671,81 52,3
6200 671,64 63,35
6201 671,47 48,7666666666667
6202 671,31 55,2666666666667
6203 671,14 55,2
6204 670,97 76,9833333333333
6205 670,8 76,8
6206 670,63 94,0666666666667
6207 670,47 66,8666666666666
6208 670,3 75,15
6209 670,13 58,55
6210 669,96 87,1333333333334
6211 669,79 82,6666666666667
6212 669,62 91,6
6213 669,46 76,7166666666667
6214 669,29 70,9666666666667
6215 669,12 65,9
6216 668,95 77,9333333333333
6217 668,78 55,9166666666667
6218 668,62 81,1666666666667
6219 668,45 64,3166666666667
6220 668,28 72,15
6221 668,11 66,4166666666667
6222 667,94 90,1333333333334
6223 667,77 78,1166666666666
6224 667,61 102,183333333333
6225 667,44 69,2333333333333
6226 667,27 77,1333333333334
6227 667,1 68,1166666666667
6228 666,93 84,6
6229 666,77 56,95
6230 666,6 69,5833333333333
6231 666,43 53,9666666666667
6232 666,26 72,1166666666667
6233 666,09 47,05
6234 665,93 55,9333333333333
6235 665,76 41,0833333333333
6236 665,59 56,3166666666667
6237 665,42 45,9333333333333
6238 665,25 45,5
6239 665,08 30,2
6240 664,92 42,9333333333333
6241 664,75 29,2
6242 664,58 39,05
6243 664,41 44,8
6244 664,24 41,4166666666667
6245 664,08 45,5333333333333
6246 663,91 44,3333333333333
6247 663,74 31,5666666666667
6248 663,57 43,6
6249 663,4 37,7166666666667
6250 663,23 41,0333333333333
6251 663,07 37,3833333333334
6252 662,9 50,1166666666667
6253 662,73 68,0333333333333
6254 662,56 83,9
6255 662,39 79,2333333333333
6256 662,23 82,1
6257 662,06 68,5
6258 661,89 100,266666666667
6259 661,72 93,65
6260 661,55 109,983333333333
6261 661,38 87,2
6262 661,22 105,3
6263 661,05 90,8833333333334
6264 660,88 103,133333333333
6265 660,71 89,9833333333333
6266 660,54 107,016666666667
6267 660,38 76,3833333333334
6268 660,21 98,0333333333333
6269 660,04 84,4333333333333
6270 659,87 107,75
6271 659,7 100,5
6272 659,53 119,333333333333
6273 659,37 104,916666666667
6274 659,2 114,15
6275 659,03 100,233333333333
6276 658,86 120,083333333333
6277 658,69 98,8166666666667
6278 658,53 110,866666666667
6279 658,36 90,3833333333334
6280 658,19 99,2833333333333
6281 658,02 83,8
6282 657,85 96,25
6283 657,68 95,6
6284 657,52 114,916666666667
6285 657,35 131,966666666667
6286 657,18 267,85
6287 657,01 935,533333333333
6288 656,84 2328,93333333333
6289 656,68 3172,16666666667
6290 656,51 2580,7
6291 656,34 1119,38333333333
6292 656,17 336,283333333333
6293 656 145,65
6294 655,83 115,5
6295 655,67 80,8
6296 655,5 97,0833333333333
6297 655,33 65,25
6298 655,16 84,4
6299 654,99 76,7666666666667
6300 654,83 102,183333333333
6301 654,66 90,7
6302 654,49 94,7166666666667
6303 654,32 74,0666666666667
6304 654,15 87,6833333333333
6305 653,98 98,6833333333333
6306 653,82 125,2
6307 653,65 120,333333333333
6308 653,48 119,616666666667
6309 653,31 97,8833333333333
6310 653,14 106,45
6311 652,98 98,8833333333334
6312 652,81 96,6166666666667
6313 652,64 80,5
6314 652,47 84,6166666666667
6315 652,3 81,5833333333333
6316 652,13 95,5833333333333
6317 651,97 98,6666666666667
6318 651,8 119,35
6319 651,63 95,55
6320 651,46 110,466666666667
6321 651,29 98,0166666666667
6322 651,13 100,266666666667
6323 650,96 68,4333333333333
6324 650,79 78,05
6325 650,62 72,7666666666667
6326 650,45 73,25
6327 650,28 60,8
6328 650,12 67,65
6329 649,95 55,0166666666667
6330 649,78 56,0666666666667
6331 649,61 41,7333333333333
6332 649,44 48,1333333333333
6333 649,28 35,45
6334 649,11 54,2833333333333
6335 648,94 38,8
6336 648,77 41,6666666666667
6337 648,6 33,6166666666667
6338 648,43 48,1
6339 648,27 41,3
6340 648,1 43,0333333333333
6341 647,93 38,2333333333333
6342 647,76 43,9833333333333
6343 647,59 30,4833333333333
6344 647,43 41,7833333333333
6345 647,26 46,4333333333333
6346 647,09 65,7166666666667
6347 646,92 57,75
6348 646,75 58,15
6349 646,58 49,5166666666667
6350 646,42 63,2166666666667
6351 646,25 58,25
6352 646,08 84,6833333333333
6353 645,91 67,6666666666667
6354 645,74 67,9333333333333
6355 645,58 64,9
6356 645,41 62,1166666666667
6357 645,24 54
6358 645,07 67,1
6359 644,9 52,2333333333333
6360 644,73 54,7833333333333
6361 644,57 53,2333333333333
6362 644,4 69,35
6363 644,23 63,9833333333333
6364 644,06 66,5833333333333
6365 643,89 52,7333333333333
6366 643,73 61,5166666666667
6367 643,56 56,9333333333333
6368 643,39 55,85
6369 643,22 42,2166666666667
6370 643,05 51,6833333333333
6371 642,88 30,7
6372 642,72 39
6373 642,55 30,2666666666667
6374 642,38 36,7833333333333
6375 642,21 25,9666666666667
6376 642,04 26,3333333333333
6377 641,88 22,05
6378 641,71 25,1166666666667
6379 641,54 20,55
6380 641,37 28,6333333333333
6381 641,2 22,5166666666667
6382 641,03 33,3166666666667
6383 640,87 21,2166666666667
6384 640,7 26,75
6385 640,53 20,25
6386 640,36 22,15
6387 640,19 17,5833333333333
6388 640,03 31,15
6389 639,86 25,3
6390 639,69 34,0666666666667
6391 639,52 32,0833333333333
6392 639,35 29,1166666666667
6393 639,19 20,6166666666667
6394 639,02 34,6666666666667
6395 638,85 28,6
6396 638,68 33,1333333333333
6397 638,51 27,55
6398 638,34 37,25
6399 638,18 31,0166666666667
6400 638,01 41,4166666666667
6401 637,84 27,6166666666667
6402 637,67 32,8166666666667
6403 637,5 25,35
6404 637,34 27,3333333333333
6405 637,17 23,2333333333333
6406 637 40,1833333333333
6407 636,83 32,45
6408 636,66 36,05
6409 636,49 24,6666666666667
6410 636,33 29,4
6411 636,16 21,2333333333333
6412 635,99 27,8833333333333
6413 635,82 21,5833333333333
6414 635,65 26,6333333333334
6415 635,49 16,7333333333333
6416 635,32 27,5666666666667
6417 635,15 15,6333333333333
6418 634,98 21,0666666666667
6419 634,81 16,1
6420 634,64 14,8666666666667
6421 634,48 12,2333333333333
6422 634,31 18,8666666666667
6423 634,14 12,05
6424 633,97 14,5333333333333
6425 633,8 8,40000000000001
6426 633,64 17,3666666666666
6427 633,47 12,2833333333333
6428 633,3 17,2833333333333
6429 633,13 8,06666666666668
6430 632,96 18,0333333333333
6431 632,79 14,05
6432 632,63 26,5
6433 632,46 38,6333333333333
6434 632,29 78,0333333333333
6435 632,12 66,9666666666667
6436 631,95 67,55
6437 631,79 43,35
6438 631,62 41,2333333333333
6439 631,45 33,0833333333333
6440 631,28 46,9833333333333
6441 631,11 35,55
6442 630,94 37,6833333333333
6443 630,78 27,4666666666667
6444 630,61 33,85
6445 630,44 28,1
6446 630,27 25,0666666666667
6447 630,1 28,7666666666667
6448 629,94 36,3833333333333
6449 629,77 25,0666666666667
6450 629,6 30,9
6451 629,43 26,5333333333333
6452 629,26 31,65
6453 629,09 20,4166666666667
6454 628,93 29,1666666666667
6455 628,76 17,65
6456 628,59 20,0333333333333
6457 628,42 17,3833333333333
6458 628,25 17,6666666666667
6459 628,09 14,5
6460 627,92 15,1
6461 627,75 19,05
6462 627,58 28,1333333333333
6463 627,41 25,1
6464 627,24 20,6
6465 627,08 18,25
6466 626,91 20,8833333333334
6467 626,74 14,8166666666667
6468 626,57 18,5666666666667
6469 626,4 13,3833333333333
6470 626,24 12,9666666666667
6471 626,07 10,8166666666667
6472 625,9 16,4333333333333
6473 625,73 11,6833333333333
6474 625,56 16,2
6475 625,39 11,0666666666667
6476 625,23 12,0666666666667
6477 625,06 14,1166666666667
